Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
563-91-7120;A;Yangon;Normal;Female;Fashion accessories; 62 ; 5 ; 15 ; 324 ;03/08/2019;13:21:00;Cash;308,85;4,761904762;15,4425;6,7
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle; 22 ; 6 ; 6 ; 136 ;17/01/2019;12:48:00;Credit card;129,12;4,761904762;6,456;9,4
276-54-0879;B;Mandalay;Normal;Male;Sports and travel; 98 ; 4 ; 20 ; 411 ;03/12/2019;19:53:00;Ewallet;390,96;4,761904762;19,548;6,4
815-11-1168;A;Yangon;Member;Male;Food and beverages; 100 ; 5 ; 25 ; 524 ;03/09/2019;19:09:00;Cash;498,9;4,761904762;24,945;5,4
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages; 94 ; 4 ; 19 ; 396 ;03/12/2019;16:30:00;Cash;377,04;4,761904762;18,852;8,6
730-61-8757;B;Mandalay;Member;Male;Health and beauty; 51 ; 4 ; 10 ; 215 ;25/01/2019;10:11:00;Credit card;204,52;4,761904762;10,226;4
340-66-0321;A;Yangon;Member;Male;Electronic accessories; 36 ; 4 ; 7 ; 153 ;25/03/2019;13:07:00;Cash;145,44;4,761904762;7,272;7,6
868-81-1752;B;Mandalay;Normal;Male;Home and lifestyle; 22 ; 9 ; 10 ; 208 ;02/07/2019;18:48:00;Cash;198,18;4,761904762;9,909;6,8
634-97-8956;A;Yangon;Normal;Male;Food and beverages; 33 ; 3 ; 5 ; 104 ;17/02/2019;17:27:00;Credit card;98,7;4,761904762;4,935;9,1
566-71-1091;A;Yangon;Normal;Male;Fashion accessories; 77 ; 5 ; 19 ; 404 ;02/03/2019;15:59:00;Cash;385,1;4,761904762;19,255;5,5
442-48-3607;A;Yangon;Member;Male;Food and beverages; 23 ; 2 ; 2 ; 49 ;14/03/2019;11:21:00;Credit card;46,96;4,761904762;2,348;7,9
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel; 15 ; 5 ; 4 ; 77 ;24/03/2019;13:48:00;Ewallet;73,5;4,761904762;3,675;8,5
527-09-6272;A;Yangon;Member;Female;Electronic accessories; 28 ; 5 ; 7 ; 149 ;21/03/2019;10:17:00;Credit card;142,25;4,761904762;7,1125;9,1
898-04-2717;A;Yangon;Normal;Male;Fashion accessories; 76 ; 9 ; 34 ; 722 ;19/03/2019;15:49:00;Ewallet;687,6;4,761904762;34,38;7,5
692-27-8933;B;Mandalay;Normal;Female;Sports and travel; 58 ; 6 ; 17 ; 365 ;24/02/2019;13:02:00;Cash;347,7;4,761904762;17,385;5,2
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories; 48 ; 3 ; 7 ; 150 ;28/03/2019;12:58:00;Credit card;142,95;4,761904762;7,1475;9,5
374-17-3652;B;Mandalay;Member;Female;Food and beverages; 43 ; 9 ; 19 ; 405 ;02/05/2019;15:26:00;Credit card;385,38;4,761904762;19,269;8,9
378-07-7001;B;Mandalay;Member;Male;Electronic accessories; 48 ; 3 ; 7 ; 151 ;02/10/2019;18:23:00;Credit card;144,27;4,761904762;7,2135;7,8
433-75-6987;B;Mandalay;Member;Female;Health and beauty; 56 ; 7 ; 20 ; 411 ;03/05/2019;19:06:00;Ewallet;391,79;4,761904762;19,5895;8,9
873-95-4984;B;Mandalay;Member;Female;Health and beauty; 77 ; 7 ; 27 ; 565 ;15/02/2019;20:21:00;Cash;538,3;4,761904762;26,915;7,7
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages; 97 ; 5 ; 24 ; 509 ;30/01/2019;16:24:00;Ewallet;485,15;4,761904762;24,2575;9,3
150-89-8043;A;Yangon;Normal;Male;Sports and travel; 45 ; 3 ; 7 ; 141 ;14/02/2019;15:04:00;Cash;133,95;4,761904762;6,6975;6,2
135-84-8019;A;Yangon;Normal;Female;Fashion accessories; 78 ; 9 ; 35 ; 736 ;27/02/2019;16:10:00;Ewallet;701,37;4,761904762;35,0685;7,6
441-94-7118;A;Yangon;Member;Male;Electronic accessories; 72 ; 1 ; 4 ; 76 ;02/04/2019;12:14:00;Cash;71,95;4,761904762;3,5975;7,3
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle; 89 ; 8 ; 36 ; 750 ;20/01/2019;10:13:00;Cash;714;4,761904762;35,7;4,7
531-80-1784;A;Yangon;Normal;Male;Electronic accessories; 26 ; 7 ; 9 ; 191 ;28/03/2019;17:38:00;Cash;182,14;4,761904762;9,107;5,1
400-45-1220;B;Mandalay;Normal;Female;Health and beauty; 14 ; 10 ; 7 ; 142 ;27/02/2019;11:06:00;Credit card;135;4,761904762;6,75;4,8
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories; 99 ; 10 ; 50 ; 1.043 ;15/02/2019;14:53:00;Credit card;993;4,761904762;49,65;6,6
834-61-8124;A;Yangon;Normal;Male;Electronic accessories; 52 ; 7 ; 18 ; 380 ;26/01/2019;18:22:00;Cash;361,83;4,761904762;18,0915;5,5
115-99-4379;B;Mandalay;Member;Female;Fashion accessories; 55 ; 7 ; 19 ; 402 ;14/03/2019;19:02:00;Credit card;383,11;4,761904762;19,1555;8,5
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle; 27 ; 9 ; 12 ; 255 ;03/02/2019;14:16:00;Cash;243;4,761904762;12,15;4,8
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories; 30 ; 1 ; 2 ; 32 ;03/04/2019;15:44:00;Cash;30,24;4,761904762;1,512;8,4
889-04-9723;B;Mandalay;Member;Female;Food and beverages; 89 ; 4 ; 18 ; 374 ;01/07/2019;12:20:00;Credit card;356,56;4,761904762;17,828;7,8
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories; 38 ; 10 ; 19 ; 394 ;03/08/2019;20:01:00;Credit card;375,5;4,761904762;18,775;9,3
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel; 95 ; 10 ; 48 ; 1.002 ;01/09/2019;13:45:00;Cash;954,4;4,761904762;47,72;5,2
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories; 28 ; 3 ; 4 ; 87 ;03/01/2019;15:40:00;Ewallet;82,5;4,761904762;4,125;6,5
578-80-7669;B;Mandalay;Normal;Male;Sports and travel; 75 ; 1 ; 4 ; 79 ;16/03/2019;16:58:00;Cash;74,97;4,761904762;3,7485;5,6
612-36-5536;A;Yangon;Member;Male;Food and beverages; 81 ; 8 ; 32 ; 680 ;17/02/2019;11:12:00;Credit card;647,68;4,761904762;32,384;7,4
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages; 94 ; 8 ; 38 ; 794 ;27/02/2019;15:12:00;Cash;755,76;4,761904762;37,788;9,1
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages; 100 ; 2 ; 10 ; 210 ;03/07/2019;20:37:00;Ewallet;199,58;4,761904762;9,979;8
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle; 73 ; 6 ; 22 ; 461 ;21/01/2019;17:44:00;Cash;439,32;4,761904762;21,966;7,2
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages; 41 ; 4 ; 8 ; 173 ;19/02/2019;16:23:00;Cash;164,96;4,761904762;8,248;7,1
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories; 82 ; 4 ; 16 ; 343 ;01/06/2019;12:12:00;Cash;326,72;4,761904762;16,336;9,1
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories; 51 ; 9 ; 23 ; 485 ;14/03/2019;19:33:00;Cash;461,88;4,761904762;23,094;5,6
468-88-0009;A;Yangon;Member;Male;Home and lifestyle; 66 ; 4 ; 13 ; 277 ;24/03/2019;10:29:00;Cash;263,76;4,761904762;13,188;6
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel; 14 ; 10 ; 7 ; 151 ;27/01/2019;14:28:00;Cash;143,6;4,761904762;7,18;5,4
254-31-0042;A;Yangon;Member;Male;Electronic accessories; 22 ; 9 ; 10 ; 203 ;03/06/2019;12:46:00;Credit card;193,5;4,761904762;9,675;7,8
201-86-2184;B;Mandalay;Member;Female;Electronic accessories; 26 ; 7 ; 9 ; 193 ;02/02/2019;19:40:00;Cash;183,82;4,761904762;9,191;9,9
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories; 61 ; 2 ; 6 ; 128 ;25/01/2019;19:39:00;Credit card;121,92;4,761904762;6,096;4,9
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle; 70 ; 6 ; 21 ; 442 ;14/03/2019;17:54:00;Ewallet;420,66;4,761904762;21,033;5,2
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories; 42 ; 6 ; 13 ; 265 ;29/01/2019;12:25:00;Cash;252,48;4,761904762;12,624;8,9
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle; 67 ; 5 ; 17 ; 352 ;01/03/2019;16:47:00;Credit card;335,45;4,761904762;16,7725;9,1
667-23-5919;A;Yangon;Member;Female;Fashion accessories; 97 ; 5 ; 24 ; 508 ;14/01/2019;12:52:00;Ewallet;483,5;4,761904762;24,175;7
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle; 35 ; 9 ; 16 ; 334 ;01/05/2019;19:50:00;Credit card;318,42;4,761904762;15,921;9,6
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel; 95 ; 7 ; 33 ; 702 ;22/02/2019;18:17:00;Ewallet;668,43;4,761904762;33,4215;8,7
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories; 97 ; 4 ; 19 ; 407 ;02/06/2019;17:20:00;Ewallet;387,92;4,761904762;19,396;9,4
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories; 24 ; 4 ; 5 ; 99 ;30/01/2019;13:32:00;Credit card;94,6;4,761904762;4,73;4
289-15-7034;A;Yangon;Member;Male;Sports and travel; 82 ; 4 ; 16 ; 346 ;01/11/2019;10:37:00;Credit card;329,32;4,761904762;16,466;7,5
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories; 27 ; 2 ; 3 ; 56 ;19/03/2019;14:35:00;Cash;53,22;4,761904762;2,661;4,2
868-52-7573;B;Mandalay;Normal;Female;Food and beverages; 100 ; 5 ; 25 ; 523 ;14/01/2019;12:09:00;Cash;498,45;4,761904762;24,9225;9,9
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages; 75 ; 4 ; 15 ; 315 ;03/01/2019;15:32:00;Ewallet;299,56;4,761904762;14,978;4,2
662-72-2873;A;Yangon;Normal;Female;Food and beverages; 41 ; 5 ; 10 ; 215 ;01/06/2019;13:58:00;Ewallet;204,7;4,761904762;10,235;9,9
525-88-7307;B;Mandalay;Member;Male;Sports and travel; 76 ; 1 ; 4 ; 80 ;31/01/2019;13:19:00;Cash;75,82;4,761904762;3,791;5,8
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages; 47 ; 6 ; 14 ; 295 ;03/11/2019;13:37:00;Cash;280,62;4,761904762;14,031;6
725-56-0833;A;Yangon;Normal;Female;Health and beauty; 32 ; 10 ; 16 ; 339 ;20/02/2019;16:49:00;Credit card;323,2;4,761904762;16,16;10
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories; 54 ; 9 ; 24 ; 511 ;27/01/2019;14:55:00;Ewallet;486,63;4,761904762;24,3315;9,5
596-42-3999;B;Mandalay;Normal;Male;Food and beverages; 18 ; 7 ; 6 ; 134 ;03/10/2019;14:04:00;Credit card;127,54;4,761904762;6,377;6,6
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories; 80 ; 3 ; 12 ; 254 ;15/02/2019;12:31:00;Cash;241,44;4,761904762;12,072;8,1
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories; 38 ; 10 ; 19 ; 398 ;26/01/2019;14:51:00;Cash;379,5;4,761904762;18,975;9,7
563-36-9814;A;Yangon;Member;Male;Electronic accessories; 77 ; 1 ; 4 ; 81 ;13/02/2019;18:27:00;Ewallet;76,82;4,761904762;3,841;7,2
308-47-4913;A;Yangon;Member;Female;Sports and travel; 52 ; 10 ; 26 ; 549 ;03/09/2019;12:45:00;Credit card;522,6;4,761904762;26,13;6,2
885-17-6250;A;Yangon;Normal;Female;Health and beauty; 80 ; 1 ; 4 ; 84 ;03/06/2019;10:36:00;Ewallet;79,74;4,761904762;3,987;7,3
726-27-2396;A;Yangon;Normal;Female;Health and beauty; 78 ; 5 ; 19 ; 407 ;24/01/2019;20:36:00;Ewallet;387,5;4,761904762;19,375;4,3
316-01-3952;A;Yangon;Normal;Female;Food and beverages; 54 ; 5 ; 14 ; 285 ;13/03/2019;14:16:00;Ewallet;271,35;4,761904762;13,5675;4,6
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle; 14 ; 9 ; 6 ; 128 ;15/03/2019;10:26:00;Cash;122,31;4,761904762;6,1155;5,8
793-10-3222;B;Mandalay;Member;Female;Health and beauty; 41 ; 6 ; 12 ; 259 ;03/05/2019;13:30:00;Credit card;246,36;4,761904762;12,318;8,3
346-12-3257;B;Mandalay;Member;Male;Electronic accessories; 19 ; 9 ; 9 ; 182 ;03/04/2019;16:28:00;Cash;173,16;4,761904762;8,658;8
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages; 39 ; 6 ; 12 ; 248 ;25/03/2019;20:18:00;Credit card;236,58;4,761904762;11,829;9,4
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle; 46 ; 4 ; 9 ; 194 ;03/12/2019;20:04:00;Credit card;184,88;4,761904762;9,244;6,2
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle; 14 ; 1 ; 1 ; 15 ;02/04/2019;13:38:00;Ewallet;13,98;4,761904762;0,699;9,8
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories; 40 ; 5 ; 10 ; 209 ;22/02/2019;10:43:00;Ewallet;198,75;4,761904762;9,9375;9,6
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories; 98 ; 7 ; 34 ; 719 ;16/02/2019;17:30:00;Ewallet;684,53;4,761904762;34,2265;4,9
882-40-4577;A;Yangon;Member;Male;Sports and travel; 67 ; 4 ; 13 ; 282 ;19/01/2019;15:28:00;Credit card;269,04;4,761904762;13,452;8
732-67-5346;A;Yangon;Normal;Male;Food and beverages; 14 ; 5 ; 3 ; 72 ;01/11/2019;19:07:00;Credit card;68,95;4,761904762;3,4475;7,8
725-32-9708;B;Mandalay;Member;Female;Fashion accessories; 69 ; 4 ; 14 ; 289 ;01/04/2019;19:01:00;Cash;274,84;4,761904762;13,742;4,1
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle; 57 ; 4 ; 11 ; 237 ;03/04/2019;19:48:00;Ewallet;226,12;4,761904762;11,306;5,5
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories; 24 ; 5 ; 6 ; 125 ;28/01/2019;19:24:00;Ewallet;119,1;4,761904762;5,955;5,4
244-08-0162;B;Mandalay;Normal;Female;Health and beauty; 34 ; 10 ; 17 ; 359 ;01/02/2019;13:00:00;Cash;342,1;4,761904762;17,105;5,1
569-71-4390;B;Mandalay;Normal;Male;Sports and travel; 22 ; 2 ; 2 ; 46 ;25/01/2019;14:29:00;Ewallet;43,74;4,761904762;2,187;6,9
132-23-6451;A;Yangon;Member;Male;Health and beauty; 21 ; 5 ; 5 ; 110 ;01/04/2019;13:21:00;Cash;104,85;4,761904762;5,2425;7,8
696-90-2548;A;Yangon;Normal;Male;Sports and travel; 26 ; 3 ; 4 ; 81 ;03/10/2019;18:55:00;Ewallet;77,52;4,761904762;3,876;6,6
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle; 51 ; 8 ; 20 ; 428 ;22/03/2019;19:36:00;Ewallet;407,44;4,761904762;20,372;9,2
268-03-6164;B;Mandalay;Normal;Male;Health and beauty; 96 ; 1 ; 5 ; 101 ;25/01/2019;16:28:00;Ewallet;96,11;4,761904762;4,8055;7,8
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle; 45 ; 4 ; 9 ; 191 ;01/08/2019;13:48:00;Credit card;181,52;4,761904762;9,076;8,7
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty; 82 ; 1 ; 4 ; 86 ;22/01/2019;10:57:00;Ewallet;81,51;4,761904762;4,0755;9,2
848-07-1692;B;Mandalay;Normal;Female;Health and beauty; 57 ; 2 ; 6 ; 120 ;01/12/2019;17:13:00;Ewallet;114,44;4,761904762;5,722;8,3
745-71-3520;A;Yangon;Member;Female;Electronic accessories; 25 ; 7 ; 9 ; 185 ;02/04/2019;10:23:00;Cash;176,54;4,761904762;8,827;8,2
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages; 39 ; 3 ; 6 ; 122 ;28/03/2019;13:57:00;Ewallet;115,8;4,761904762;5,79;7,5
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories; 84 ; 3 ; 13 ; 265 ;23/01/2019;13:29:00;Cash;252,15;4,761904762;12,6075;9,8
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories; 97 ; 10 ; 49 ; 1.021 ;02/08/2019;13:00:00;Credit card;972,1;4,761904762;48,605;8,7
301-81-8610;B;Mandalay;Member;Male;Fashion accessories; 25 ; 8 ; 10 ; 214 ;19/03/2019;19:42:00;Credit card;203,36;4,761904762;10,168;6,7
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories; 16 ; 1 ; 1 ; 17 ;03/09/2019;15:36:00;Cash;16,28;4,761904762;0,814;5
198-84-7132;B;Mandalay;Member;Male;Fashion accessories; 41 ; 9 ; 18 ; 384 ;01/02/2019;13:40:00;Cash;365,49;4,761904762;18,2745;7
269-10-8440;A;Yangon;Member;Male;Health and beauty; 53 ; 7 ; 19 ; 391 ;21/01/2019;18:01:00;Cash;372,19;4,761904762;18,6095;8,9
650-98-6268;B;Mandalay;Member;Female;Food and beverages; 21 ; 3 ; 3 ; 66 ;20/03/2019;13:53:00;Credit card;62,61;4,761904762;3,1305;8
741-73-3559;B;Mandalay;Normal;Male;Sports and travel; 67 ; 5 ; 17 ; 353 ;27/02/2019;17:27:00;Cash;336,35;4,761904762;16,8175;6,9
325-77-6186;A;Yangon;Member;Female;Home and lifestyle; 91 ; 10 ; 45 ; 952 ;03/08/2019;10:53:00;Ewallet;906,5;4,761904762;45,325;7,3
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories; 69 ; 2 ; 7 ; 145 ;31/01/2019;19:48:00;Credit card;138,16;4,761904762;6,908;6,9
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages; 43 ; 2 ; 4 ; 91 ;03/08/2019;16:53:00;Ewallet;86,54;4,761904762;4,327;5,7
459-50-7686;A;Yangon;Normal;Female;Electronic accessories; 23 ; 6 ; 7 ; 148 ;13/01/2019;19:14:00;Ewallet;140,76;4,761904762;7,038;6,4
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories; 96 ; 7 ; 33 ; 702 ;03/09/2019;14:36:00;Credit card;668,78;4,761904762;33,439;9,6
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories; 47 ; 1 ; 2 ; 50 ;22/02/2019;18:19:00;Credit card;47,44;4,761904762;2,372;6,8
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel; 99 ; 9 ; 45 ; 938 ;19/03/2019;19:09:00;Ewallet;893,16;4,761904762;44,658;9
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel; 83 ; 4 ; 17 ; 348 ;20/01/2019;16:51:00;Ewallet;331,72;4,761904762;16,586;9,6
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle; 34 ; 6 ; 10 ; 214 ;03/08/2019;15:37:00;Credit card;203,94;4,761904762;10,197;7,7
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages; 17 ; 4 ; 3 ; 72 ;03/08/2019;20:15:00;Ewallet;68,16;4,761904762;3,408;7
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories; 41 ; 8 ; 16 ; 343 ;02/07/2019;14:38:00;Credit card;326,88;4,761904762;16,344;6,5
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages; 17 ; 5 ; 4 ; 92 ;15/01/2019;19:25:00;Cash;87,2;4,761904762;4,36;8,1
394-30-3170;B;Mandalay;Member;Female;Sports and travel; 88 ; 8 ; 35 ; 743 ;22/03/2019;19:35:00;Credit card;707,44;4,761904762;35,372;4,3
138-17-5109;A;Yangon;Member;Female;Home and lifestyle; 89 ; 9 ; 40 ; 843 ;15/01/2019;15:42:00;Credit card;802,89;4,761904762;40,1445;6,5
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories; 13 ; 1 ; 1 ; 13 ;01/08/2019;14:11:00;Ewallet;12,78;4,761904762;0,639;9,5
301-11-9629;A;Yangon;Normal;Female;Sports and travel; 19 ; 7 ; 7 ; 140 ;15/01/2019;10:43:00;Cash;133,7;4,761904762;6,685;9,7
390-80-5128;B;Mandalay;Member;Female;Health and beauty; 19 ; 1 ; 1 ; 20 ;28/01/2019;17:58:00;Credit card;19,15;4,761904762;0,9575;9,5
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages; 28 ; 10 ; 14 ; 290 ;14/02/2019;11:26:00;Credit card;276,6;4,761904762;13,83;8,9
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories; 46 ; 3 ; 7 ; 144 ;03/10/2019;17:38:00;Credit card;137,22;4,761904762;6,861;6,5
296-11-7041;B;Mandalay;Member;Female;Health and beauty; 27 ; 1 ; 1 ; 28 ;01/12/2019;20:07:00;Credit card;27,07;4,761904762;1,3535;5,3
449-27-2918;B;Mandalay;Member;Female;Sports and travel; 39 ; 1 ; 2 ; 41 ;26/03/2019;11:02:00;Credit card;39,12;4,761904762;1,956;9,6
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories; 75 ; 6 ; 22 ; 471 ;01/01/2019;19:07:00;Cash;448,26;4,761904762;22,413;6,7
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories; 22 ; 6 ; 7 ; 139 ;01/02/2019;18:50:00;Cash;132,06;4,761904762;6,603;7,6
727-17-0390;A;Yangon;Normal;Female;Food and beverages; 64 ; 5 ; 16 ; 334 ;16/03/2019;12:43:00;Ewallet;318,05;4,761904762;15,9025;4,8
568-88-3448;A;Yangon;Normal;Male;Health and beauty; 25 ; 1 ; 1 ; 26 ;03/03/2019;15:09:00;Ewallet;25;4,761904762;1,25;5,5
187-83-5490;A;Yangon;Member;Male;Electronic accessories; 21 ; 4 ; 4 ; 87 ;31/01/2019;13:47:00;Cash;83,08;4,761904762;4,154;4,7
767-54-1907;B;Mandalay;Member;Female;Fashion accessories; 30 ; 5 ; 7 ; 155 ;13/02/2019;16:59:00;Cash;147,8;4,761904762;7,39;6,9
710-46-4433;B;Mandalay;Member;Female;Food and beverages; 77 ; 9 ; 35 ; 731 ;15/02/2019;14:15:00;Credit card;696,6;4,761904762;34,83;4,5
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories; 79 ; 10 ; 40 ; 834 ;02/07/2019;20:24:00;Cash;793,9;4,761904762;39,695;6,2
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories; 47 ; 10 ; 23 ; 489 ;27/01/2019;13:58:00;Cash;465,7;4,761904762;23,285;7,6
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages; 36 ; 1 ; 2 ; 38 ;23/02/2019;16:52:00;Credit card;35,89;4,761904762;1,7945;7,9
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages; 41 ; 5 ; 10 ; 213 ;02/03/2019;15:19:00;Cash;202,6;4,761904762;10,13;4,5
234-03-4040;B;Mandalay;Member;Female;Food and beverages; 73 ; 10 ; 37 ; 767 ;03/03/2019;12:25:00;Credit card;730,5;4,761904762;36,525;8,7
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel; 74 ; 4 ; 15 ; 311 ;02/03/2019;10:02:00;Cash;295,8;4,761904762;14,79;6,1
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages; 23 ; 1 ; 1 ; 24 ;17/03/2019;18:58:00;Cash;22,62;4,761904762;1,131;6,4
470-32-9057;A;Yangon;Member;Male;Food and beverages; 51 ; 5 ; 13 ; 270 ;28/03/2019;15:31:00;Credit card;256,7;4,761904762;12,835;9,1
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel; 55 ; 10 ; 27 ; 573 ;03/02/2019;11:22:00;Credit card;545,5;4,761904762;27,275;7,1
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty; 37 ; 7 ; 13 ; 273 ;02/08/2019;13:12:00;Credit card;260,05;4,761904762;13,0025;7,7
554-53-3790;B;Mandalay;Normal;Male;Sports and travel; 37 ; 6 ; 11 ; 233 ;22/03/2019;18:33:00;Cash;222,12;4,761904762;11,106;4,5
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages; 22 ; 1 ; 1 ; 23 ;02/09/2019;10:02:00;Ewallet;21,58;4,761904762;1,079;7,2
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories; 99 ; 1 ; 5 ; 104 ;15/02/2019;11:21:00;Cash;98,84;4,761904762;4,942;8,4
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle; 84 ; 6 ; 25 ; 528 ;23/01/2019;12:10:00;Ewallet;502,62;4,761904762;25,131;5,4
340-21-9136;A;Yangon;Member;Female;Sports and travel; 40 ; 4 ; 8 ; 168 ;25/01/2019;11:40:00;Cash;160,2;4,761904762;8,01;9,7
405-31-3305;A;Yangon;Member;Male;Fashion accessories; 43 ; 10 ; 22 ; 453 ;02/02/2019;18:31:00;Credit card;431,3;4,761904762;21,565;5,5
731-59-7531;B;Mandalay;Member;Male;Health and beauty; 73 ; 8 ; 29 ; 610 ;30/03/2019;17:58:00;Cash;580,56;4,761904762;29,028;4,6
676-39-6028;A;Yangon;Member;Female;Electronic accessories; 64 ; 5 ; 16 ; 338 ;30/03/2019;17:04:00;Cash;322,2;4,761904762;16,11;6,6
502-05-1910;A;Yangon;Normal;Male;Health and beauty; 65 ; 3 ; 10 ; 205 ;25/02/2019;20:35:00;Credit card;195,54;4,761904762;9,777;6,3
485-30-8700;A;Yangon;Normal;Female;Sports and travel; 33 ; 5 ; 8 ; 175 ;18/03/2019;16:10:00;Credit card;166,3;4,761904762;8,315;4,2
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories; 84 ; 4 ; 17 ; 353 ;03/07/2019;16:54:00;Ewallet;336,28;4,761904762;16,814;4,4
701-69-8742;B;Mandalay;Normal;Male;Sports and travel; 34 ; 10 ; 17 ; 361 ;16/03/2019;10:11:00;Ewallet;343,7;4,761904762;17,185;6,7
575-67-1508;A;Yangon;Normal;Male;Electronic accessories; 39 ; 1 ; 2 ; 41 ;29/01/2019;11:26:00;Ewallet;38,6;4,761904762;1,93;6,7
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages; 66 ; 8 ; 26 ; 554 ;02/02/2019;20:29:00;Cash;527,76;4,761904762;26,388;8,4
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories; 33 ; 10 ; 16 ; 344 ;15/02/2019;12:12:00;Cash;328;4,761904762;16,4;6,2
674-15-9296;A;Yangon;Normal;Male;Sports and travel; 37 ; 5 ; 9 ; 195 ;01/08/2019;13:05:00;Ewallet;185,7;4,761904762;9,285;5
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle; 60 ; 10 ; 30 ; 634 ;02/12/2019;16:19:00;Cash;603,8;4,761904762;30,19;6
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel; 37 ; 10 ; 18 ; 388 ;01/01/2019;19:48:00;Credit card;369,8;4,761904762;18,49;7
